h,r,t,weight,comment
C_SyntheticConcept_002591,leadsTo,C_SyntheticConcept_002739,1.0,
C_SyntheticConcept_011820,leadsTo,C_SyntheticConcept_011931,1.0,
C_SyntheticConcept_014920,leadsTo,C_SyntheticConcept_014921,1.0,
C_SyntheticConcept_019947,leadsTo,C_SyntheticConcept_000095,1.0,
C_SyntheticConcept_004820,leadsTo,C_SyntheticConcept_004821,1.0,
C_SyntheticConcept_011932,leadsTo,C_SyntheticConcept_012080,1.0,
C_SyntheticConcept_002461,leadsTo,C_SyntheticConcept_002462,1.0,
C_SyntheticConcept_001526,leadsTo,C_SyntheticConcept_001674,1.0,
C_SyntheticConcept_016673,leadsTo,C_SyntheticConcept_016784,1.0,
C_SyntheticConcept_015492,leadsTo,C_SyntheticConcept_015603,1.0,
C_SyntheticConcept_016162,leadsTo,C_SyntheticConcept_016236,1.0,
C_SyntheticConcept_006386,leadsTo,C_SyntheticConcept_006534,1.0,
C_SyntheticConcept_001719,leadsTo,C_SyntheticConcept_001830,1.0,
C_SyntheticConcept_015595,leadsTo,C_SyntheticConcept_015743,1.0,
C_SyntheticConcept_016319,leadsTo,C_SyntheticConcept_016393,1.0,
C_SyntheticConcept_011470,leadsTo,C_SyntheticConcept_011581,1.0,
C_SyntheticConcept_017581,leadsTo,C_SyntheticConcept_017582,1.0,
C_SyntheticConcept_002409,leadsTo,C_SyntheticConcept_002520,1.0,
C_SyntheticConcept_016118,leadsTo,C_SyntheticConcept_016119,1.0,
C_SyntheticConcept_004537,leadsTo,C_SyntheticConcept_004648,1.0,
C_SyntheticConcept_012884,leadsTo,C_SyntheticConcept_012885,1.0,
C_SyntheticConcept_001645,leadsTo,C_SyntheticConcept_001646,1.0,
C_SyntheticConcept_008307,leadsTo,C_SyntheticConcept_008418,1.0,
C_SyntheticConcept_005667,leadsTo,C_SyntheticConcept_005778,1.0,
C_SyntheticConcept_011413,leadsTo,C_SyntheticConcept_011414,1.0,
C_SyntheticConcept_017158,leadsTo,C_SyntheticConcept_017232,1.0,
C_SyntheticConcept_019598,leadsTo,C_SyntheticConcept_019599,1.0,
C_SyntheticConcept_013911,leadsTo,C_SyntheticConcept_014059,1.0,
C_SyntheticConcept_007889,leadsTo,C_SyntheticConcept_008037,1.0,
C_SyntheticConcept_013214,leadsTo,C_SyntheticConcept_013215,1.0,
C_SyntheticConcept_019261,leadsTo,C_SyntheticConcept_019409,1.0,
C_SyntheticConcept_004556,leadsTo,C_SyntheticConcept_004741,1.0,
C_SyntheticConcept_000730,leadsTo,C_SyntheticConcept_000804,1.0,
C_SyntheticConcept_001466,leadsTo,C_SyntheticConcept_001651,1.0,
C_SyntheticConcept_014569,leadsTo,C_SyntheticConcept_014754,1.0,
C_SyntheticConcept_010653,leadsTo,C_SyntheticConcept_010764,1.0,
C_SyntheticConcept_019536,leadsTo,C_SyntheticConcept_019684,1.0,
C_SyntheticConcept_011662,leadsTo,C_SyntheticConcept_011847,1.0,
C_SyntheticConcept_006928,leadsTo,C_SyntheticConcept_006929,1.0,
C_SyntheticConcept_015280,leadsTo,C_SyntheticConcept_015428,1.0,
C_SyntheticConcept_002686,leadsTo,C_SyntheticConcept_002834,1.0,
C_SyntheticConcept_015430,leadsTo,C_SyntheticConcept_015541,1.0,
C_SyntheticConcept_019705,leadsTo,C_SyntheticConcept_019706,1.0,
C_SyntheticConcept_016471,leadsTo,C_SyntheticConcept_016545,1.0,
C_SyntheticConcept_010997,leadsTo,C_SyntheticConcept_011108,1.0,
C_SyntheticConcept_005752,leadsTo,C_SyntheticConcept_005826,1.0,
C_SyntheticConcept_016710,leadsTo,C_SyntheticConcept_016821,1.0,
C_SyntheticConcept_018197,leadsTo,C_SyntheticConcept_018271,1.0,
C_SyntheticConcept_019602,leadsTo,C_SyntheticConcept_019676,1.0,
C_SyntheticConcept_010934,leadsTo,C_SyntheticConcept_010935,1.0,
C_SyntheticConcept_006595,leadsTo,C_SyntheticConcept_006706,1.0,
C_SyntheticConcept_008116,leadsTo,C_SyntheticConcept_008264,1.0,
C_SyntheticConcept_016966,leadsTo,C_SyntheticConcept_017151,1.0,
C_SyntheticConcept_001405,leadsTo,C_SyntheticConcept_001516,1.0,
C_SyntheticConcept_018856,leadsTo,C_SyntheticConcept_019004,1.0,
C_SyntheticConcept_012052,leadsTo,C_SyntheticConcept_012053,1.0,
C_SyntheticConcept_002159,leadsTo,C_SyntheticConcept_002160,1.0,
C_SyntheticConcept_007205,leadsTo,C_SyntheticConcept_007316,1.0,
C_SyntheticConcept_006914,leadsTo,C_SyntheticConcept_006915,1.0,
C_SyntheticConcept_016738,leadsTo,C_SyntheticConcept_016886,1.0,
C_SyntheticConcept_014789,leadsTo,C_SyntheticConcept_014974,1.0,
C_SyntheticConcept_004490,leadsTo,C_SyntheticConcept_004491,1.0,
C_SyntheticConcept_019821,leadsTo,C_SyntheticConcept_019969,1.0,
C_SyntheticConcept_018204,leadsTo,C_SyntheticConcept_018315,1.0,
C_SyntheticConcept_018469,leadsTo,C_SyntheticConcept_018617,1.0,
C_SyntheticConcept_016612,leadsTo,C_SyntheticConcept_016613,1.0,
C_SyntheticConcept_005556,leadsTo,C_SyntheticConcept_005557,1.0,
C_SyntheticConcept_016281,leadsTo,C_SyntheticConcept_016282,1.0,
C_SyntheticConcept_016882,leadsTo,C_SyntheticConcept_016956,1.0,
C_SyntheticConcept_019062,leadsTo,C_SyntheticConcept_019136,1.0,
C_SyntheticConcept_014179,leadsTo,C_SyntheticConcept_014253,1.0,
C_SyntheticConcept_000861,leadsTo,C_SyntheticConcept_000972,1.0,
C_SyntheticConcept_012431,leadsTo,C_SyntheticConcept_012616,1.0,
C_SyntheticConcept_011899,leadsTo,C_SyntheticConcept_012010,1.0,
C_SyntheticConcept_008322,leadsTo,C_SyntheticConcept_008396,1.0,
C_SyntheticConcept_008135,leadsTo,C_SyntheticConcept_008283,1.0,
C_SyntheticConcept_011469,leadsTo,C_SyntheticConcept_011580,1.0,
C_SyntheticConcept_015709,leadsTo,C_SyntheticConcept_015894,1.0,
C_SyntheticConcept_004394,leadsTo,C_SyntheticConcept_004542,1.0,
C_SyntheticConcept_001591,leadsTo,C_SyntheticConcept_001592,1.0,
C_SyntheticConcept_018551,leadsTo,C_SyntheticConcept_018699,1.0,
C_SyntheticConcept_003909,leadsTo,C_SyntheticConcept_003983,1.0,
C_SyntheticConcept_001520,leadsTo,C_SyntheticConcept_001631,1.0,
C_SyntheticConcept_006016,leadsTo,C_SyntheticConcept_006164,1.0,
C_SyntheticConcept_003915,leadsTo,C_SyntheticConcept_004063,1.0,
C_SyntheticConcept_011208,leadsTo,C_SyntheticConcept_011209,1.0,
C_SyntheticConcept_013113,leadsTo,C_SyntheticConcept_013261,1.0,
C_SyntheticConcept_012156,leadsTo,C_SyntheticConcept_012341,1.0,
C_SyntheticConcept_016670,leadsTo,C_SyntheticConcept_016818,1.0,
C_SyntheticConcept_017381,leadsTo,C_SyntheticConcept_017382,1.0,
C_SyntheticConcept_000926,leadsTo,C_SyntheticConcept_001037,1.0,
C_SyntheticConcept_006520,leadsTo,C_SyntheticConcept_006631,1.0,
C_SyntheticConcept_019770,leadsTo,C_SyntheticConcept_019844,1.0,
C_SyntheticConcept_014550,leadsTo,C_SyntheticConcept_014698,1.0,
C_SyntheticConcept_003659,leadsTo,C_SyntheticConcept_003733,1.0,
C_SyntheticConcept_001493,leadsTo,C_SyntheticConcept_001641,1.0,
C_SyntheticConcept_003069,leadsTo,C_SyntheticConcept_003070,1.0,
C_SyntheticConcept_006376,leadsTo,C_SyntheticConcept_006524,1.0,
C_SyntheticConcept_009657,leadsTo,C_SyntheticConcept_009731,1.0,
C_SyntheticConcept_009110,leadsTo,C_SyntheticConcept_009111,1.0,
C_SyntheticConcept_003788,leadsTo,C_SyntheticConcept_003936,1.0,
C_SyntheticConcept_018824,leadsTo,C_SyntheticConcept_018898,1.0,
C_SyntheticConcept_018139,leadsTo,C_SyntheticConcept_018287,1.0,
C_SyntheticConcept_018904,leadsTo,C_SyntheticConcept_019089,1.0,
C_SyntheticConcept_004369,leadsTo,C_SyntheticConcept_004443,1.0,
C_SyntheticConcept_010618,leadsTo,C_SyntheticConcept_010766,1.0,
C_SyntheticConcept_002711,leadsTo,C_SyntheticConcept_002785,1.0,
C_SyntheticConcept_008544,leadsTo,C_SyntheticConcept_008618,1.0,
C_SyntheticConcept_013443,leadsTo,C_SyntheticConcept_013628,1.0,
C_SyntheticConcept_018050,leadsTo,C_SyntheticConcept_018161,1.0,
C_SyntheticConcept_010434,leadsTo,C_SyntheticConcept_010435,1.0,
C_SyntheticConcept_009433,leadsTo,C_SyntheticConcept_009618,1.0,
C_SyntheticConcept_011037,leadsTo,C_SyntheticConcept_011185,1.0,
C_SyntheticConcept_001157,leadsTo,C_SyntheticConcept_001268,1.0,
C_SyntheticConcept_013327,leadsTo,C_SyntheticConcept_013401,1.0,
C_SyntheticConcept_011303,leadsTo,C_SyntheticConcept_011377,1.0,
C_SyntheticConcept_010325,leadsTo,C_SyntheticConcept_010326,1.0,
C_SyntheticConcept_004732,leadsTo,C_SyntheticConcept_004733,1.0,
C_SyntheticConcept_016053,leadsTo,C_SyntheticConcept_016164,1.0,
C_SyntheticConcept_003532,leadsTo,C_SyntheticConcept_003717,1.0,
C_SyntheticConcept_015214,leadsTo,C_SyntheticConcept_015362,1.0,
C_SyntheticConcept_006696,leadsTo,C_SyntheticConcept_006881,1.0,
C_SyntheticConcept_017213,leadsTo,C_SyntheticConcept_017287,1.0,
C_SyntheticConcept_002862,leadsTo,C_SyntheticConcept_002936,1.0,
C_SyntheticConcept_001086,leadsTo,C_SyntheticConcept_001271,1.0,
C_SyntheticConcept_011414,leadsTo,C_SyntheticConcept_011488,1.0,
C_SyntheticConcept_013607,leadsTo,C_SyntheticConcept_013718,1.0,
C_SyntheticConcept_017061,leadsTo,C_SyntheticConcept_017172,1.0,
C_SyntheticConcept_015754,leadsTo,C_SyntheticConcept_015828,1.0,
C_SyntheticConcept_003465,leadsTo,C_SyntheticConcept_003650,1.0,
C_SyntheticConcept_015799,leadsTo,C_SyntheticConcept_015947,1.0,
C_SyntheticConcept_009046,leadsTo,C_SyntheticConcept_009157,1.0,
C_SyntheticConcept_007978,leadsTo,C_SyntheticConcept_007979,1.0,
C_SyntheticConcept_011563,leadsTo,C_SyntheticConcept_011674,1.0,
C_SyntheticConcept_018639,leadsTo,C_SyntheticConcept_018713,1.0,
C_SyntheticConcept_008586,leadsTo,C_SyntheticConcept_008587,1.0,
C_SyntheticConcept_011758,leadsTo,C_SyntheticConcept_011943,1.0,
C_SyntheticConcept_002610,leadsTo,C_SyntheticConcept_002721,1.0,
C_SyntheticConcept_012863,leadsTo,C_SyntheticConcept_012864,1.0,
C_SyntheticConcept_015894,leadsTo,C_SyntheticConcept_016042,1.0,
C_SyntheticConcept_004719,leadsTo,C_SyntheticConcept_004867,1.0,
C_SyntheticConcept_015155,leadsTo,C_SyntheticConcept_015266,1.0,
C_SyntheticConcept_004694,leadsTo,C_SyntheticConcept_004805,1.0,
C_SyntheticConcept_006162,leadsTo,C_SyntheticConcept_006273,1.0,
C_SyntheticConcept_010472,leadsTo,C_SyntheticConcept_010620,1.0,
C_SyntheticConcept_014946,leadsTo,C_SyntheticConcept_015094,1.0,
C_SyntheticConcept_012011,leadsTo,C_SyntheticConcept_012159,1.0,
C_SyntheticConcept_000076,leadsTo,C_SyntheticConcept_000187,1.0,
C_SyntheticConcept_008825,leadsTo,C_SyntheticConcept_008973,1.0,
C_SyntheticConcept_001979,leadsTo,C_SyntheticConcept_002164,1.0,
C_SyntheticConcept_014304,leadsTo,C_SyntheticConcept_014378,1.0,
C_SyntheticConcept_014574,leadsTo,C_SyntheticConcept_014648,1.0,
C_SyntheticConcept_013042,leadsTo,C_SyntheticConcept_013043,1.0,
C_SyntheticConcept_017262,leadsTo,C_SyntheticConcept_017410,1.0,
C_SyntheticConcept_017979,leadsTo,C_SyntheticConcept_017980,1.0,
C_SyntheticConcept_004914,leadsTo,C_SyntheticConcept_004915,1.0,
C_SyntheticConcept_016441,leadsTo,C_SyntheticConcept_016552,1.0,
C_SyntheticConcept_015289,leadsTo,C_SyntheticConcept_015437,1.0,
C_SyntheticConcept_015719,leadsTo,C_SyntheticConcept_015830,1.0,
C_SyntheticConcept_007302,leadsTo,C_SyntheticConcept_007450,1.0,
C_SyntheticConcept_014959,leadsTo,C_SyntheticConcept_015033,1.0,
C_SyntheticConcept_017984,leadsTo,C_SyntheticConcept_017985,1.0,
C_SyntheticConcept_012775,leadsTo,C_SyntheticConcept_012960,1.0,
C_SyntheticConcept_002349,leadsTo,C_SyntheticConcept_002350,1.0,
C_SyntheticConcept_018720,leadsTo,C_SyntheticConcept_018721,1.0,
C_SyntheticConcept_016941,leadsTo,C_SyntheticConcept_016942,1.0,
C_SyntheticConcept_012651,leadsTo,C_SyntheticConcept_012725,1.0,
C_SyntheticConcept_007926,leadsTo,C_SyntheticConcept_008037,1.0,
C_SyntheticConcept_011687,leadsTo,C_SyntheticConcept_011761,1.0,
C_SyntheticConcept_009332,leadsTo,C_SyntheticConcept_009333,1.0,
C_SyntheticConcept_005252,leadsTo,C_SyntheticConcept_005437,1.0,
C_SyntheticConcept_006029,leadsTo,C_SyntheticConcept_006214,1.0,
C_SyntheticConcept_008197,leadsTo,C_SyntheticConcept_008382,1.0,
C_SyntheticConcept_003087,leadsTo,C_SyntheticConcept_003272,1.0,
C_SyntheticConcept_010326,leadsTo,C_SyntheticConcept_010400,1.0,
C_SyntheticConcept_016514,leadsTo,C_SyntheticConcept_016625,1.0,
C_SyntheticConcept_011539,leadsTo,C_SyntheticConcept_011613,1.0,
C_SyntheticConcept_005864,leadsTo,C_SyntheticConcept_005865,1.0,
C_SyntheticConcept_011184,leadsTo,C_SyntheticConcept_011295,1.0,
C_SyntheticConcept_000648,leadsTo,C_SyntheticConcept_000722,1.0,
C_SyntheticConcept_010792,leadsTo,C_SyntheticConcept_010903,1.0,
C_SyntheticConcept_011760,leadsTo,C_SyntheticConcept_011834,1.0,
C_SyntheticConcept_005210,leadsTo,C_SyntheticConcept_005284,1.0,
C_SyntheticConcept_007698,leadsTo,C_SyntheticConcept_007772,1.0,
C_SyntheticConcept_017954,leadsTo,C_SyntheticConcept_018102,1.0,
C_SyntheticConcept_014522,leadsTo,C_SyntheticConcept_014633,1.0,
C_SyntheticConcept_018696,leadsTo,C_SyntheticConcept_018770,1.0,
C_SyntheticConcept_000844,leadsTo,C_SyntheticConcept_000918,1.0,
C_SyntheticConcept_005283,leadsTo,C_SyntheticConcept_005431,1.0,
C_SyntheticConcept_011312,leadsTo,C_SyntheticConcept_011460,1.0,
C_SyntheticConcept_011189,leadsTo,C_SyntheticConcept_011263,1.0,
C_SyntheticConcept_003652,leadsTo,C_SyntheticConcept_003726,1.0,
C_SyntheticConcept_006459,leadsTo,C_SyntheticConcept_006460,1.0,
C_SyntheticConcept_011593,leadsTo,C_SyntheticConcept_011594,1.0,
C_SyntheticConcept_012521,leadsTo,C_SyntheticConcept_012669,1.0,
C_SyntheticConcept_013746,leadsTo,C_SyntheticConcept_013820,1.0,
C_SyntheticConcept_015207,leadsTo,C_SyntheticConcept_015281,1.0,
C_SyntheticConcept_019151,leadsTo,C_SyntheticConcept_019299,1.0,
C_SyntheticConcept_003250,leadsTo,C_SyntheticConcept_003398,1.0,
C_SyntheticConcept_004331,leadsTo,C_SyntheticConcept_004479,1.0,
C_SyntheticConcept_016724,leadsTo,C_SyntheticConcept_016835,1.0,
C_SyntheticConcept_015216,leadsTo,C_SyntheticConcept_015290,1.0,
C_SyntheticConcept_018230,leadsTo,C_SyntheticConcept_018231,1.0,
C_SyntheticConcept_005253,leadsTo,C_SyntheticConcept_005364,1.0,
C_SyntheticConcept_012267,leadsTo,C_SyntheticConcept_012341,1.0,
C_SyntheticConcept_018318,leadsTo,C_SyntheticConcept_018392,1.0,
C_SyntheticConcept_018023,leadsTo,C_SyntheticConcept_018024,1.0,
C_SyntheticConcept_012255,leadsTo,C_SyntheticConcept_012366,1.0,
C_SyntheticConcept_016456,leadsTo,C_SyntheticConcept_016530,1.0,
C_SyntheticConcept_016335,leadsTo,C_SyntheticConcept_016446,1.0,
C_SyntheticConcept_019823,leadsTo,C_SyntheticConcept_019934,1.0,
C_SyntheticConcept_019903,leadsTo,C_SyntheticConcept_019904,1.0,
C_SyntheticConcept_011250,leadsTo,C_SyntheticConcept_011361,1.0,
C_SyntheticConcept_008566,leadsTo,C_SyntheticConcept_008714,1.0,
C_SyntheticConcept_006748,leadsTo,C_SyntheticConcept_006822,1.0,
C_SyntheticConcept_012636,leadsTo,C_SyntheticConcept_012747,1.0,
C_SyntheticConcept_018236,leadsTo,C_SyntheticConcept_018421,1.0,
C_SyntheticConcept_003118,leadsTo,C_SyntheticConcept_003192,1.0,
C_SyntheticConcept_005670,leadsTo,C_SyntheticConcept_005671,1.0,
C_SyntheticConcept_013638,leadsTo,C_SyntheticConcept_013786,1.0,
C_SyntheticConcept_004511,leadsTo,C_SyntheticConcept_004622,1.0,
C_SyntheticConcept_001242,leadsTo,C_SyntheticConcept_001243,1.0,
C_SyntheticConcept_017468,leadsTo,C_SyntheticConcept_017616,1.0,
C_SyntheticConcept_018574,leadsTo,C_SyntheticConcept_018575,1.0,
C_SyntheticConcept_013769,leadsTo,C_SyntheticConcept_013843,1.0,
C_SyntheticConcept_016200,leadsTo,C_SyntheticConcept_016201,1.0,
C_SyntheticConcept_012791,leadsTo,C_SyntheticConcept_012976,1.0,
C_SyntheticConcept_016224,leadsTo,C_SyntheticConcept_016335,1.0,
C_SyntheticConcept_012367,leadsTo,C_SyntheticConcept_012441,1.0,
C_SyntheticConcept_003626,leadsTo,C_SyntheticConcept_003627,1.0,
C_SyntheticConcept_005035,leadsTo,C_SyntheticConcept_005109,1.0,
C_SyntheticConcept_008724,leadsTo,C_SyntheticConcept_008909,1.0,
C_SyntheticConcept_002174,leadsTo,C_SyntheticConcept_002248,1.0,
C_SyntheticConcept_001262,leadsTo,C_SyntheticConcept_001373,1.0,
C_SyntheticConcept_011695,leadsTo,C_SyntheticConcept_011806,1.0,
C_SyntheticConcept_014554,leadsTo,C_SyntheticConcept_014665,1.0,
C_SyntheticConcept_013216,leadsTo,C_SyntheticConcept_013401,1.0,
C_SyntheticConcept_008801,leadsTo,C_SyntheticConcept_008912,1.0,
C_SyntheticConcept_015505,leadsTo,C_SyntheticConcept_015690,1.0,
C_SyntheticConcept_007490,leadsTo,C_SyntheticConcept_007564,1.0,
C_SyntheticConcept_018828,leadsTo,C_SyntheticConcept_018939,1.0,
C_SyntheticConcept_016044,leadsTo,C_SyntheticConcept_016155,1.0,
C_SyntheticConcept_004328,leadsTo,C_SyntheticConcept_004439,1.0,
C_SyntheticConcept_015402,leadsTo,C_SyntheticConcept_015587,1.0,
C_SyntheticConcept_009444,leadsTo,C_SyntheticConcept_009518,1.0,
C_SyntheticConcept_016610,leadsTo,C_SyntheticConcept_016758,1.0,
C_SyntheticConcept_001537,leadsTo,C_SyntheticConcept_001722,1.0,
C_SyntheticConcept_012050,leadsTo,C_SyntheticConcept_012161,1.0,
C_SyntheticConcept_012734,leadsTo,C_SyntheticConcept_012882,1.0,
C_SyntheticConcept_016680,leadsTo,C_SyntheticConcept_016865,1.0,
C_SyntheticConcept_003216,leadsTo,C_SyntheticConcept_003217,1.0,
C_SyntheticConcept_002164,leadsTo,C_SyntheticConcept_002349,1.0,
C_SyntheticConcept_001158,leadsTo,C_SyntheticConcept_001232,1.0,
C_SyntheticConcept_011888,leadsTo,C_SyntheticConcept_012073,1.0,
C_SyntheticConcept_006561,leadsTo,C_SyntheticConcept_006746,1.0,
C_SyntheticConcept_015722,leadsTo,C_SyntheticConcept_015723,1.0,
C_SyntheticConcept_019464,leadsTo,C_SyntheticConcept_019649,1.0,
C_SyntheticConcept_009523,leadsTo,C_SyntheticConcept_009597,1.0,
C_SyntheticConcept_008446,leadsTo,C_SyntheticConcept_008557,1.0,
C_SyntheticConcept_002279,leadsTo,C_SyntheticConcept_002464,1.0,
C_SyntheticConcept_007585,leadsTo,C_SyntheticConcept_007770,1.0,
C_SyntheticConcept_008568,leadsTo,C_SyntheticConcept_008753,1.0,
C_SyntheticConcept_002659,leadsTo,C_SyntheticConcept_002733,1.0,
C_SyntheticConcept_013368,leadsTo,C_SyntheticConcept_013479,1.0,
C_SyntheticConcept_004096,leadsTo,C_SyntheticConcept_004207,1.0,
C_SyntheticConcept_000352,leadsTo,C_SyntheticConcept_000463,1.0,
C_SyntheticConcept_015357,leadsTo,C_SyntheticConcept_015505,1.0,
C_SyntheticConcept_007005,leadsTo,C_SyntheticConcept_007153,1.0,
C_SyntheticConcept_001575,leadsTo,C_SyntheticConcept_001576,1.0,
C_SyntheticConcept_008450,leadsTo,C_SyntheticConcept_008598,1.0,
C_SyntheticConcept_009086,leadsTo,C_SyntheticConcept_009160,1.0,
C_SyntheticConcept_015691,leadsTo,C_SyntheticConcept_015876,1.0,
C_SyntheticConcept_007697,leadsTo,C_SyntheticConcept_007845,1.0,
C_SyntheticConcept_002523,leadsTo,C_SyntheticConcept_002671,1.0,
C_SyntheticConcept_003460,leadsTo,C_SyntheticConcept_003645,1.0,
C_SyntheticConcept_016950,leadsTo,C_SyntheticConcept_017061,1.0,
C_SyntheticConcept_009829,leadsTo,C_SyntheticConcept_010014,1.0,
C_SyntheticConcept_008780,leadsTo,C_SyntheticConcept_008965,1.0,
C_SyntheticConcept_015780,leadsTo,C_SyntheticConcept_015965,1.0,
C_SyntheticConcept_003216,leadsTo,C_SyntheticConcept_003401,1.0,
C_SyntheticConcept_005916,leadsTo,C_SyntheticConcept_006064,1.0,
C_SyntheticConcept_009305,leadsTo,C_SyntheticConcept_009453,1.0,
C_SyntheticConcept_001933,leadsTo,C_SyntheticConcept_002081,1.0,
C_SyntheticConcept_012388,leadsTo,C_SyntheticConcept_012536,1.0,
C_SyntheticConcept_016710,leadsTo,C_SyntheticConcept_016784,1.0,
C_SyntheticConcept_003375,leadsTo,C_SyntheticConcept_003486,1.0,
C_SyntheticConcept_014941,leadsTo,C_SyntheticConcept_015052,1.0,
C_SyntheticConcept_002229,leadsTo,C_SyntheticConcept_002414,1.0,
C_SyntheticConcept_015428,leadsTo,C_SyntheticConcept_015539,1.0,
C_SyntheticConcept_014555,leadsTo,C_SyntheticConcept_014666,1.0,
C_SyntheticConcept_000533,leadsTo,C_SyntheticConcept_000718,1.0,
C_SyntheticConcept_009796,leadsTo,C_SyntheticConcept_009870,1.0,
C_SyntheticConcept_011846,leadsTo,C_SyntheticConcept_011994,1.0,
C_SyntheticConcept_010550,leadsTo,C_SyntheticConcept_010698,1.0,
C_SyntheticConcept_013582,leadsTo,C_SyntheticConcept_013693,1.0,
C_SyntheticConcept_001584,leadsTo,C_SyntheticConcept_001658,1.0,
C_SyntheticConcept_011814,leadsTo,C_SyntheticConcept_011999,1.0,
C_SyntheticConcept_017368,leadsTo,C_SyntheticConcept_017553,1.0,
C_SyntheticConcept_017694,leadsTo,C_SyntheticConcept_017805,1.0,
C_SyntheticConcept_000633,leadsTo,C_SyntheticConcept_000707,1.0,
C_SyntheticConcept_017586,leadsTo,C_SyntheticConcept_017660,1.0,
C_SyntheticConcept_003989,leadsTo,C_SyntheticConcept_003990,1.0,
C_SyntheticConcept_008874,leadsTo,C_SyntheticConcept_008875,1.0,
C_SyntheticConcept_015739,leadsTo,C_SyntheticConcept_015813,1.0,
C_SyntheticConcept_009157,leadsTo,C_SyntheticConcept_009305,1.0,
C_SyntheticConcept_013881,leadsTo,C_SyntheticConcept_013992,1.0,
C_SyntheticConcept_019508,leadsTo,C_SyntheticConcept_019656,1.0,
C_SyntheticConcept_003314,leadsTo,C_SyntheticConcept_003315,1.0,
C_SyntheticConcept_004252,leadsTo,C_SyntheticConcept_004400,1.0,
C_SyntheticConcept_001730,leadsTo,C_SyntheticConcept_001878,1.0,
C_SyntheticConcept_013747,leadsTo,C_SyntheticConcept_013821,1.0,
C_SyntheticConcept_015733,leadsTo,C_SyntheticConcept_015881,1.0,
C_SyntheticConcept_016634,leadsTo,C_SyntheticConcept_016819,1.0,
C_SyntheticConcept_018443,leadsTo,C_SyntheticConcept_018444,1.0,
C_SyntheticConcept_008349,leadsTo,C_SyntheticConcept_008534,1.0,
C_SyntheticConcept_018380,leadsTo,C_SyntheticConcept_018491,1.0,
C_SyntheticConcept_015696,leadsTo,C_SyntheticConcept_015881,1.0,
C_SyntheticConcept_005922,leadsTo,C_SyntheticConcept_006033,1.0,
C_SyntheticConcept_008287,leadsTo,C_SyntheticConcept_008435,1.0,
C_SyntheticConcept_019577,leadsTo,C_SyntheticConcept_019578,1.0,
C_SyntheticConcept_004593,leadsTo,C_SyntheticConcept_004704,1.0,
C_SyntheticConcept_012016,leadsTo,C_SyntheticConcept_012127,1.0,
C_SyntheticConcept_006526,leadsTo,C_SyntheticConcept_006674,1.0,
C_SyntheticConcept_017643,leadsTo,C_SyntheticConcept_017791,1.0,
C_SyntheticConcept_004468,leadsTo,C_SyntheticConcept_004469,1.0,
C_SyntheticConcept_016011,leadsTo,C_SyntheticConcept_016012,1.0,
C_SyntheticConcept_016437,leadsTo,C_SyntheticConcept_016548,1.0,
C_SyntheticConcept_008600,leadsTo,C_SyntheticConcept_008711,1.0,
C_SyntheticConcept_015007,leadsTo,C_SyntheticConcept_015081,1.0,
C_SyntheticConcept_012365,leadsTo,C_SyntheticConcept_012550,1.0,
C_SyntheticConcept_002437,leadsTo,C_SyntheticConcept_002438,1.0,
C_SyntheticConcept_004442,leadsTo,C_SyntheticConcept_004516,1.0,
C_SyntheticConcept_008040,leadsTo,C_SyntheticConcept_008188,1.0,
C_SyntheticConcept_001138,leadsTo,C_SyntheticConcept_001249,1.0,
